2020-04-15,1727.78,1730.33,1706.69,1714.47,61271,34,0,23.64
2020-04-16,1715.12,1738.75,1707.8,1717.31,78444,34,0,30.95
2020-04-17,1716.41,1718.18,1679.3,1682.23,78289,34,0,38.88
2020-04-20,1680.97,1702.2,1671.36,1694.54,73321,34,0,30.84
2020-04-21,1694.42,1697.6,1659.53,1686.88,76815,34,0,38.07
2020-04-22,1685.67,1718.15,1679.68,1713.82,77396,34,0,38.47
2020-04-23,1712.14,1738.37,1707.28,1729.73,83391,34,0,31.09
2020-04-24,1729.4,1736.01,1710.4,1727.13,76754,34,0,25.61
2020-04-27,1719.92,1727.32,1705.83,1713.41,82917,34,0,21.49
2020-04-28,1710.21,1716.22,1691.05,1708.43,98455,34,0,25.17
2020-04-29,1707.69,1717.35,1697.6,1711.28,85279,34,0,19.75
2020-04-30,1712.14,1721.79,1680.53,1685.57,83942,34,0,41.26
2020-05-01,1684.67,1705.1,1668.92,1698.95,95196,34,0,36.18
2020-05-04,1697.19,1714.3,1691.28,1700.34,57518,34,0,23.02
2020-05-05,1699.86,1711.33,1689.2,1704.96,60168,34,0,22.13
2020-05-06,1705.16,1707.96,1682.05,1684.6,65644,34,0,25.91
2020-05-07,1682.86,1721.9,1682.86,1715.26,68623,34,0,39.04
2020-05-08,1715.46,1723.37,1700.62,1700.8,78840,34,0,22.75
2020-05-11,1700.66,1711.83,1691.95,1697.43,75795,34,0,19.88
2020-05-12,1696.66,1710.84,1693.62,1701.79,71096,34,0,17.22
2020-05-13,1702.11,1717.76,1699.02,1715.77,88444,34,0,18.74
2020-05-14,1715.82,1736.44,1710.89,1729.76,79731,34,0,25.55
2020-05-15,1729.22,1751.17,1727.77,1741.01,82518,34,0,23.4
2020-05-18,1739.02,1765.06,1727.21,1732.2,91068,23,0,37.85
2020-05-19,1730.97,1747.66,1725.39,1743.8,89773,23,0,22.27
2020-05-20,1744.34,1753.79,1742.58,1747.15,84138,23,0,11.21
2020-05-21,1747.19,1748.45,1717.1,1726.67,102284,23,0,31.35
2020-05-22,1725.92,1740.15,1724.5,1733.3,69671,23,0,15.65
2020-05-25,1732.61,1734.25,1721.76,1727.6,36220,23,0,12.49
2020-05-26,1727.51,1735.43,1708.63,1710.75,74632,23,0,26.8
2020-05-27,1709.32,1715.89,1693.74,1708.98,71220,23,0,22.15
2020-05-28,1710.22,1727.51,1706.07,1718.1,74521,23,0,21.44
2020-05-29,1717.17,1737.36,1712.55,1728.7,71118,23,0,24.81
2020-06-01,1733.53,1744.45,1726.91,1738.98,72799,23,0,17.54
2020-06-02,1736.26,1745.06,1721.28,1727.78,70289,23,0,23.78
2020-06-03,1725.97,1731.76,1689.33,1697.51,84447,23,0,42.43
2020-06-04,1698.6,1721.87,1696.63,1713.96,77714,23,0,25.24
2020-06-05,1713.17,1716.06,1670.52,1685.33,78595,23,0,45.54
2020-06-08,1683.61,1700.63,1677.28,1698.0,71014,23,0,23.35
2020-06-09,1697.37,1720.8,1692.24,1714.14,77480,23,0,28.56
2020-06-10,1713.18,1739.71,1707.77,1738.18,77795,23,0,31.94
2020-06-11,1737.46,1744.61,1721.56,1726.88,86143,23,0,23.05
2020-06-12,1727.4,1742.93,1722.15,1729.91,59819,23,0,20.78
2020-06-15,1729.88,1734.12,1704.09,1724.57,60260,23,0,30.03
2020-06-16,1723.83,1732.79,1716.71,1726.25,61272,23,0,16.08
2020-06-17,1725.79,1730.21,1712.48,1726.45,50391,23,0,17.73
2020-06-18,1725.7,1737.11,1717.22,1721.95,50735,23,0,19.89
2020-06-19,1721.06,1745.13,1721.06,1741.29,50339,23,0,24.07
2020-06-22,1749.74,1763.1,1742.82,1754.38,57879,23,0,21.81
2020-06-23,1752.8,1770.78,1747.27,1767.52,60994,23,0,23.51
2020-06-24,1767.5,1779.25,1760.64,1761.32,62133,23,0,18.61
2020-06-25,1760.14,1768.86,1753.81,1763.68,55278,23,0,15.05
2020-06-26,1763.49,1771.91,1747.52,1770.42,58845,23,0,24.39
2020-06-29,1774.59,1775.34,1765.72,1772.18,59422,23,0,9.62
2020-06-30,1770.44,1785.86,1764.6,1780.37,60341,23,0,21.26
2020-07-01,1781.92,1788.94,1759.03,1769.99,56526,23,0,29.91
2020-07-02,1768.62,1779.33,1757.17,1775.29,49568,23,0,22.16
2020-07-03,1775.72,1776.98,1772.5,1775.49,27177,36,0,4.48
2020-07-06,1773.76,1786.94,1769.87,1783.82,46138,36,0,17.07
2020-07-07,1782.86,1797.18,1773.73,1795.15,49742,36,0,23.45
2020-07-08,1794.79,1817.89,1791.49,1808.72,50663,36,0,26.4
2020-07-09,1808.89,1815.94,1795.73,1802.67,55337,36,0,20.21
2020-07-10,1801.03,1810.48,1794.03,1798.24,50948,36,0,16.45
2020-07-13,1799.37,1813.21,1797.68,1802.11,52531,36,0,15.53
2020-07-14,1802.51,1810.63,1789.57,1809.19,57511,36,0,21.06
2020-07-15,1807.21,1814.72,1802.36,1809.91,49657,32,0,12.36
2020-07-16,1809.89,1813.19,1794.74,1796.76,46962,36,0,18.45
2020-07-17,1796.66,1811.62,1795.69,1809.36,42889,32,0,15.93
2020-07-20,1806.77,1820.36,1805.65,1817.14,47922,36,0,14.71
2020-07-21,1817.67,1843.41,1815.6,1841.59,56199,36,0,27.81
2020-07-22,1839.71,1871.97,1839.65,1871.56,75074,36,0,32.32
2020-07-23,1871.55,1898.3,1863.55,1887.12,79025,36,0,34.75
2020-07-24,1886.66,1906.5,1881.36,1901.06,65519,23,0,25.14
2020-07-27,1901.46,1945.49,1899.64,1941.71,82795,36,0,45.85
